Motion,Light_1,Light_2,Light_3,"original_video_coor, cropped_video_coor, cropped_video_area,  x0, x1, y0, y1 (crop coordinate)",Bin,Motion_Thresholded,Motion_Thresholded_Binary
1.5898204265091984,1,0,1,,182,0.0,0
5.4843191492227135,1,0,1,,183,0.0,0
0.0,1,0,1,,184,0.0,0
10.810197533208376,1,0,1,,185,10.810197533208376,1
49.55247044806246,1,0,1,,186,49.55247044806246,1
36.591037766677765,1,0,1,,187,36.591037766677765,1
0.0,1,0,1,,188,0.0,0
134.05530965383383,1,0,1,,189,134.05530965383383,1
45.35328477144269,1,0,1,,190,45.35328477144269,1
0.1204431860855667,1,0,1,,191,0.0,0
9.257466998051443,1,0,1,,192,0.0,0
61.30676208435011,1,0,1,,193,61.30676208435011,1
223.33248944017157,1,0,1,,194,223.33248944017157,1
399.1953669617831,1,0,1,,195,399.1953669617831,1
99.6516876242082,1,0,1,,196,99.6516876242082,1
5.793242315178133,1,0,1,,197,0.0,0
0.0,1,0,1,,198,0.0,0
8.873538286992392,1,0,1,,199,0.0,0
0.0,1,1,1,,200,0.0,0
20.88200930543312,1,1,1,,201,20.88200930543312,1
0.0,1,1,1,,202,0.0,0
28.392759969443237,1,1,1,,203,28.392759969443237,1
92.51228849534655,1,1,0,,204,92.51228849534655,1
37.2061219299188,1,1,0,,205,37.2061219299188,1
7.853471989777632,1,1,0,,206,0.0,0
50.55955508613858,1,1,0,,207,50.55955508613858,1
7.614995128970865,1,1,0,,208,0.0,0
55.56272650868115,1,1,0,,209,55.56272650868115,1
73.61296197316882,1,1,0,,210,73.61296197316882,1
138.0024692583293,1,1,0,,211,138.0024692583293,1
100.53162253718249,1,1,0,,212,100.53162253718249,1
183.8333370991198,1,1,0,,213,183.8333370991198,1
264.73958860002875,1,1,0,,214,264.73958860002875,1
758.7033203273902,1,1,0,,215,758.7033203273902,1
990.6102390861456,1,1,0,,216,990.6102390861456,1
2401.639765351141,1,1,0,,217,2401.639765351141,1
502.0800389846984,1,1,0,,218,502.0800389846984,1
311.36174949094334,1,1,0,,219,311.36174949094334,1
260.8175380865162,1,1,0,,220,260.8175380865162,1
206.7270238166801,1,1,0,,221,206.7270238166801,1
125.6652448546666,1,1,0,,222,125.6652448546666,1
39.463279158880844,1,1,0,,223,39.463279158880844,1
18.33330165200005,1,1,0,,224,18.33330165200005,1
0.0,1,1,0,,225,0.0,0
19.28883094990077,1,1,0,,226,19.28883094990077,1
0.0,1,1,0,,227,0.0,0
28.554214643398225,1,1,0,,228,28.554214643398225,1
60.86766812398482,1,1,0,,229,60.86766812398482,1
48.41981651832488,1,1,0,,230,48.41981651832488,1
7.321655714844378,1,1,0,,231,0.0,0
13.699423119744116,1,1,0,,232,13.699423119744116,1
43.49514915261089,1,1,0,,233,43.49514915261089,1
134.36344184585448,1,1,0,,234,134.36344184585448,1
60.897571573633705,1,1,0,,235,60.897571573633705,1
60.65614477294988,1,1,0,,236,60.65614477294988,1
60.5240875308364,1,1,0,,237,60.5240875308364,1
292.8421034761413,1,1,0,,238,292.8421034761413,1
951.350946835344,1,1,0,,239,951.350946835344,1
71.08270544201,1,1,0,,240,71.08270544201,1
18.582989162951694,1,1,0,,241,18.582989162951694,1
45.41638336047453,1,1,0,,242,45.41638336047453,1
0.0,1,1,0,,243,0.0,0
106.83549184517544,1,1,0,,244,106.83549184517544,1
36.68114284684666,1,1,0,,245,36.68114284684666,1
30.52081239644756,1,1,0,,246,30.52081239644756,1
131.70866102152493,1,1,0,,247,131.70866102152493,1
199.3002688628555,1,1,0,,248,199.3002688628555,1
175.8541940196308,1,1,0,,249,175.8541940196308,1
2403.988644314884,1,1,0,,250,2403.988644314884,1
1300.6670476140944,1,1,0,,251,1300.6670476140944,1
970.9928721847324,1,1,0,,252,970.9928721847324,1
582.5077920176933,1,1,0,,253,582.5077920176933,1
109.9445580090096,1,1,0,,254,109.9445580090096,1
112.60120249422576,1,1,0,,255,112.60120249422576,1
0.0,1,1,0,,256,0.0,0
129.71667965543608,1,1,0,,257,129.71667965543608,1
38.9712861253432,1,1,0,,258,38.9712861253432,1
142.2095746884308,1,1,0,,259,142.2095746884308,1
46.118476499238895,1,1,0,,260,46.118476499238895,1
3.1026898907717717,1,1,0,,261,0.0,0
12.690136602399049,1,1,0,,262,12.690136602399049,1
0.6755127556444085,1,1,0,,263,0.0,0
132.30835617226947,1,1,0,,264,132.30835617226947,1
473.6888339884109,1,1,0,,265,473.6888339884109,1
72.3093849978196,1,1,0,,266,72.3093849978196,1
90.5414717531788,1,1,0,,267,90.5414717531788,1
0.6169097118116306,1,1,0,,268,0.0,0
50.21515169776546,1,1,0,,269,50.21515169776546,1
0.4660121952983653,1,1,0,,270,0.0,0
41.51713070964028,1,1,0,,271,41.51713070964028,1
0.4533694572303596,1,1,0,,272,0.0,0
28.150862643375785,1,1,0,,273,28.150862643375785,1
0.3531054746418225,1,1,0,,274,0.0,0
32.295155912713035,1,1,0,,275,32.295155912713035,1
0.4154131919543061,1,1,0,,276,0.0,0
20.879558431836443,1,1,0,,277,20.879558431836443,1
0.3532146544200844,1,1,0,,278,0.0,0
20.124268441634264,1,1,0,,279,20.124268441634264,1
0.3348336652033564,1,1,0,,280,0.0,0
19.376596005867277,1,1,0,,281,19.376596005867277,1
0.3256324819870447,1,1,0,,282,0.0,0
18.777584043782507,1,1,0,,283,18.777584043782507,1
0.3210722924003973,1,1,0,,284,0.0,0
18.317058454810063,1,1,0,,285,18.317058454810063,1
0.3195979689038835,1,1,0,,286,0.0,0
17.978485138419135,1,1,0,,287,17.978485138419135,1
0.3206052986852273,1,1,0,,288,0.0,0
17.751453586528118,1,1,0,,289,17.751453586528118,1
0.3240069091089262,1,1,0,,290,0.0,0
17.632580863342554,1,1,0,,291,17.632580863342554,1
0.3301793914108796,1,1,0,,292,0.0,0
17.625291492146523,1,1,0,,293,17.625291492146523,1
0.3401820123348377,1,1,0,,294,0.0,0
17.739620690871245,1,1,0,,295,17.739620690871245,1
0.3565742038305492,1,1,0,,296,0.0,0
17.991139453538658,1,1,0,,297,17.991139453538658,1
0.3869023463561675,1,1,0,,298,0.0,0
18.39942927557369,1,1,0,,299,18.39942927557369,1
0.4802477828224781,1,0,0,,300,0.0,0
5.061889788344378,1,0,0,,301,0.0,0
0.4186417640782733,1,0,0,,302,0.0,0
1.935505382383504,1,0,0,,303,0.0,0
0.3739406829020755,1,0,0,,304,0.0,0
1.5991124420417504,1,0,0,,305,0.0,0
0.3484393982709035,1,0,0,,306,0.0,0
1.6640515403943326,1,0,0,,307,0.0,0
0.3316519018542569,1,0,0,,308,0.0,0
1.7995580429219873,1,0,0,,309,0.0,0
0.3195241412569057,1,0,0,,310,0.0,0
1.937865745749856,1,0,0,,311,0.0,0
0.3102175985140998,1,0,0,,312,0.0,0
2.063953660491179,1,0,0,,313,0.0,0
0.3027762000205957,1,0,0,,314,0.0,0
2.1757746140066923,1,0,0,,315,0.0,0
0.2966495366474367,1,0,0,,316,0.0,0
2.274614511331912,1,0,0,,317,0.0,0
0.291495532261793,1,0,0,,318,0.0,0
2.36243448525708,1,0,0,,319,0.0,0
0.2870886613754704,1,0,0,,320,0.0,0
2.4411167141366046,1,0,0,,321,0.0,0
0.2832731520446724,1,0,0,,322,0.0,0
2.5122786707319817,1,0,0,,323,0.0,0
0.2799373067946132,1,0,0,,324,0.0,0
2.577261069865038,1,0,0,,325,0.0,0
0.276998543035808,1,0,0,,326,0.0,0
2.6371644602192337,1,0,0,,327,0.0,0
0.2743942356273739,1,0,0,,328,0.0,0
2.6928940579379668,1,0,0,,329,0.0,0
0.2720758728965638,1,0,0,,330,0.0,0
2.745200513301658,1,0,0,,331,0.0,0
0.2700051925904166,1,0,0,,332,0.0,0
2.79471379893546,1,0,0,,333,0.0,0
0.2681515475791286,1,0,0,,334,0.0,0
2.841970501309716,1,0,0,,335,0.0,0
0.2664900611598847,1,0,0,,336,0.0,0
2.8874356484710595,1,0,0,,337,0.0,0
0.265000304005332,1,0,0,,338,0.0,0
2.931520294590652,1,0,0,,339,0.0,0
0.2636653241393832,1,0,0,,340,0.0,0
2.974595940752749,1,0,0,,341,0.0,0
0.2624709205367603,1,0,0,,342,0.0,0
3.017006692350585,1,0,0,,343,0.0,0
0.2614050871757803,1,0,0,,344,0.0,0
3.05907990069489,1,0,0,,345,0.0,0
0.2604575769819516,1,0,0,,346,0.0,0
3.1011359284033637,1,0,0,,347,0.0,0
0.2596195492750266,1,0,0,,348,0.0,0
3.143497618586821,1,0,0,,349,0.0,0
0.2588832730210219,1,0,0,,350,0.0,0
3.1865000381341795,1,0,0,,351,0.0,0
0.2582418630116714,1,0,0,,352,0.0,0
3.230501109880991,1,0,0,,353,0.0,0
0.2576890278188066,1,0,0,,354,0.0,0
3.2758938578376755,1,0,0,,355,0.0,0
0.2572188071125811,1,0,0,,356,0.0,0
3.323121184681151,1,0,0,,357,0.0,0
0.2568252711934012,1,0,0,,358,0.0,0
3.372694417820556,1,0,0,,359,0.0,0
0.2565021460025643,1,0,0,,360,0.0,0
3.4252173614574506,1,0,0,,361,0.0,0
0.2562423098359698,1,0,0,,362,0.0,0
3.4814183822678,1,0,0,,363,0.0,0
0.2560370786340649,1,0,0,,364,0.0,0
3.542194316167685,1,0,0,,365,0.0,0
0.2558751461183576,1,0,0,,366,0.0,0
3.6086720301877,1,0,0,,367,0.0,0
0.2557409564616168,1,0,0,,368,0.0,0
3.6822968791545065,1,0,0,,369,0.0,0
0.2556121283539732,1,0,0,,370,0.0,0
3.764963128762032,1,0,0,,371,0.0,0
0.2554552559771869,1,0,0,,372,0.0,0
3.859211738872138,1,0,0,,373,0.0,0
0.2552188512790206,1,0,0,,374,0.0,0
3.96853987768286,1,0,0,,375,0.0,0
0.254821073946483,1,0,0,,376,0.0,0
4.097902982648016,1,0,0,,377,0.0,0
0.2541275595756721,1,0,0,,378,0.0,0
4.254563816036436,1,0,0,,379,0.0,0
0.2529094952316045,1,0,0,,380,0.0,0
4.449600838864362,1,0,0,,381,0.0,0
0.2507598993944696,1,0,0,,382,0.0,0
4.700751566695778,1,0,0,,383,0.0,0
0.2469148200357517,1,0,0,,384,0.0,0
5.038177747458074,1,0,0,,385,0.0,0
0.2398375248897968,1,0,0,,386,0.0,0
5.517281343533197,1,0,0,,387,0.0,0
0.2261368553565659,1,0,0,,388,0.0,0
6.250831220783939,1,0,0,,389,0.0,0
0.1972795875479205,1,0,0,,390,0.0,0
7.503906984731572,1,0,0,,391,0.0,0
0.12693903204702,1,0,0,,392,0.0,0
10.053257303651064,1,0,0,,393,10.053257303651064,1
0.0,1,0,0,,394,0.0,0
18.88253888611654,1,0,0,,395,18.88253888611654,1
0.0,1,0,0,,396,0.0,0
493.963773278216,1,0,0,,397,493.963773278216,1
398.4186372585925,1,0,0,,398,398.4186372585925,1
165.72575632621567,1,0,0,,399,165.72575632621567,1
267.08489650165103,1,1,0,,400,267.08489650165103,1
39.67485280674424,1,1,0,,401,39.67485280674424,1
85.51784588281471,1,1,0,,402,85.51784588281471,1
11.766212269149776,1,1,0,,403,11.766212269149776,1
96.29126122501008,1,1,0,,404,96.29126122501008,1
0.0,1,1,0,,405,0.0,0
130.7049922702753,1,1,0,,406,130.7049922702753,1
17.030661547084424,1,1,0,,407,17.030661547084424,1
157.29085729287596,1,1,0,,408,157.29085729287596,1
126.24882088825174,1,1,0,,409,126.24882088825174,1
316.7654825724637,1,1,0,,410,316.7654825724637,1
816.5990057047794,1,1,0,,411,816.5990057047794,1
870.733951412434,1,1,0,,412,870.733951412434,1
738.0959581391483,1,1,0,,413,738.0959581391483,1
204.76579509908063,1,1,0,,414,204.76579509908063,1
48.62201312754469,1,1,0,,415,48.62201312754469,1
81.34771987627596,1,1,0,,416,81.34771987627596,1
278.7826116635017,1,1,0,,417,278.7826116635017,1
528.819675089044,1,1,0,,418,528.819675089044,1
818.7900841475607,1,1,0,,419,818.7900841475607,1
1006.9620791627024,1,1,0,,420,1006.9620791627024,1
824.0747705727085,1,1,0,,421,824.0747705727085,1
343.1960494185135,1,1,0,,422,343.1960494185135,1
581.079001473888,1,1,0,,423,581.079001473888,1
346.7325597033099,1,1,0,,424,346.7325597033099,1
18.6436012010654,1,1,0,,425,18.6436012010654,1
7.108490214239384,1,1,0,,426,0.0,0
14.436434255351225,1,1,0,,427,14.436434255351225,1
6.364058465428137,1,1,0,,428,0.0,0
0.0,1,1,0,,429,0.0,0
4.993034759558115,1,1,0,,430,0.0,0
0.0,1,1,0,,431,0.0,0
3.8511231931983465,1,1,0,,432,0.0,0
0.0,1,1,0,,433,0.0,0
15.383772031261184,1,1,0,,434,15.383772031261184,1
0.0,1,1,0,,435,0.0,0
2.03723455033583,1,1,0,,436,0.0,0
25.93015718212172,1,1,0,,437,25.93015718212172,1
151.64406732899891,1,1,0,,438,151.64406732899891,1
4.039102927423144,1,1,0,,439,0.0,0
70.9684098541339,1,1,0,,440,70.9684098541339,1
6.288509321752541,1,1,0,,441,0.0,0
193.80974529458467,1,1,0,,442,193.80974529458467,1
1.3950958046605402,1,1,0,,443,0.0,0
151.06921425684067,1,1,0,,444,151.06921425684067,1
139.90705587725355,1,1,0,,445,139.90705587725355,1
20.58317585120332,1,1,0,,446,20.58317585120332,1
96.90696540532338,1,1,0,,447,96.90696540532338,1
0.0929652976421905,1,1,0,,448,0.0,0
61.88710798567718,1,1,0,,449,61.88710798567718,1
24.81582273777273,1,1,0,,450,24.81582273777273,1
57.75766496201036,1,1,0,,451,57.75766496201036,1
0.7812700007316611,1,1,0,,452,0.0,0
44.97189081926945,1,1,0,,453,44.97189081926945,1
123.3530684307974,1,1,0,,454,123.3530684307974,1
48.39414520721135,1,1,0,,455,48.39414520721135,1
0.240553566318762,1,1,0,,456,0.0,0
61.91876453696713,1,1,0,,457,61.91876453696713,1
87.65727633182253,1,1,0,,458,87.65727633182253,1
0.0,1,1,0,,459,0.0,0
163.34427798556447,1,1,0,,460,163.34427798556447,1
21.35107383685795,1,1,0,,461,21.35107383685795,1
11.990055073909968,1,1,0,,462,11.990055073909968,1
74.73003462520495,1,1,0,,463,74.73003462520495,1
216.68518529723377,1,1,0,,464,216.68518529723377,1
322.9774107772921,1,1,0,,465,322.9774107772921,1
24.19397063054774,1,1,0,,466,24.19397063054774,1
41.72587774047168,1,1,0,,467,41.72587774047168,1
61.98128091278941,1,1,0,,468,61.98128091278941,1
30.91289476449791,1,1,0,,469,30.91289476449791,1
144.42848018726323,1,1,0,,470,144.42848018726323,1
192.8434483560956,1,1,0,,471,192.8434483560956,1
93.09304663047412,1,1,0,,472,93.09304663047412,1
257.65599616202275,1,1,0,,473,257.65599616202275,1
1.6643181422179074,1,1,0,,474,0.0,0
103.16657634879374,1,1,0,,475,103.16657634879374,1
86.7446176674335,1,1,0,,476,86.7446176674335,1
442.3352540718204,1,1,0,,477,442.3352540718204,1
433.37958241345706,1,1,0,,478,433.37958241345706,1
101.2749490205642,1,1,0,,479,101.2749490205642,1
135.7319777255449,1,1,0,,480,135.7319777255449,1
60.594758159684034,1,1,0,,481,60.594758159684034,1
90.78874696918942,1,1,0,,482,90.78874696918942,1
305.48733486535167,1,1,0,,483,305.48733486535167,1
147.22020196745655,1,1,0,,484,147.22020196745655,1
0.0,1,1,0,,485,0.0,0
61.77570610151622,1,1,0,,486,61.77570610151622,1
9.978487525440803,1,1,0,,487,0.0,0
45.75743532942969,1,1,0,,488,45.75743532942969,1
58.10744789275129,1,1,0,,489,58.10744789275129,1
37.18728095188475,1,1,0,,490,37.18728095188475,1
0.0,1,1,0,,491,0.0,0
54.22959750729373,1,1,0,,492,54.22959750729373,1
7.962767927503336,1,1,0,,493,0.0,0
41.42479727850587,1,1,0,,494,41.42479727850587,1
15.706499672225348,1,1,0,,495,15.706499672225348,1
36.73394957313928,1,1,0,,496,36.73394957313928,1
2.927673715132453,1,1,0,,497,0.0,0
81.44337869029059,1,1,0,,498,81.44337869029059,1
1.7253328991753183,1,1,0,,499,0.0,0
92.43568887341188,1,0,0,,500,92.43568887341188,1
0.7760986206063146,1,0,0,,501,0.0,0
30.122253337754483,1,0,0,,502,30.122253337754483,1
0.3399018179227969,1,0,0,,503,0.0,0
67.31300611063912,1,0,0,,504,67.31300611063912,1
74.93045622668717,1,0,0,,505,74.93045622668717,1
21.979495425237413,1,0,0,,506,21.979495425237413,1
54.57989710753962,1,0,0,,507,54.57989710753962,1
6.478734035865972,1,0,0,,508,0.0,0
9.761369600658238,1,0,0,,509,0.0,0
137.53055488587157,1,0,0,,510,137.53055488587157,1
16.90950255963281,1,0,0,,511,16.90950255963281,1
64.75248821262683,1,0,0,,512,64.75248821262683,1
0.1757192193845585,1,0,0,,513,0.0,0
392.767354851326,1,0,0,,514,392.767354851326,1
529.7067621291072,1,0,0,,515,529.7067621291072,1
3.3282989188817464,1,0,0,,516,0.0,0
327.1225395758837,1,0,0,,517,327.1225395758837,1
89.44447138620168,1,0,0,,518,89.44447138620168,1
60.15329616620656,1,0,0,,519,60.15329616620656,1
39.36813776094581,1,0,0,,520,39.36813776094581,1
105.44175754178876,1,0,0,,521,105.44175754178876,1
84.32287002810543,1,0,0,,522,84.32287002810543,1
49.03928550801217,1,0,0,,523,49.03928550801217,1
27.011904542213298,1,0,0,,524,27.011904542213298,1
67.21407125329142,1,0,0,,525,67.21407125329142,1
47.90960202498611,1,0,0,,526,47.90960202498611,1
139.92769873040172,1,0,0,,527,139.92769873040172,1
351.45562378609714,1,0,0,,528,351.45562378609714,1
45.344246733032136,1,0,0,,529,45.344246733032136,1
153.14396101530784,1,0,0,,530,153.14396101530784,1
41.63412800331975,1,0,0,,531,41.63412800331975,1
49.76205883041192,1,0,0,,532,49.76205883041192,1
78.14512413217246,1,0,0,,533,78.14512413217246,1
4.149693050294219,1,0,0,,534,0.0,0
61.610104271940045,1,0,0,,535,61.610104271940045,1
33.57920585768964,1,0,0,,536,33.57920585768964,1
66.47637840864967,1,0,0,,537,66.47637840864967,1
169.1836258371666,1,0,0,,538,169.1836258371666,1
38.024315734033344,1,0,0,,539,38.024315734033344,1
